"Ferment","Humidity","Inlet","Outlet","Rain","Input","Output"
22.02125634,78.29038775,122.185059,43.29545866,35,25038,5341
22.02125634,80.54104964,100.778574,39.57496996,35,20009,4210
25.51177122,79.13804947,127.3600532,43.97473936,45,10970,2501
22.02125634,80.54104964,98.68612895,43.98348011,10,11239,2392
24.59940382,80.89161405,101.487383,41.89998128,45,31452,6295
25.17588932,80.72604703,109.8066081,35.46083984,10,15114,3221
23.45929964,80.59478586,108.6388931,38.0206105,20,17404,3623
22.00740871,80.84777819,111.000565,37.70212064,10,12349,2677
27.20918804,79.61926826,118.8406477,44.16945708,27,11184,2358
24.84709869,80.43946224,125.0829443,43.52554094,15,12218,2358
24.43452857,78.8052114,103.181763,44.7537638,19,16498,3352
27.55035434,78.34734425,100.5079374,35.68814729,5,15114,3234
25.51177122,78.82910611,121.8361684,35.00320331,20,11160,2421
24.41164536,78.8052114,103.181763,44.65342744,5,11184,2344
25.71363774,78.59938707,105.368052,38.28182872,10,12580,2628
27.19940227,79.18429278,108.894302,40.30042587,15,15724,3277
24.8563571,79.7818028,96.20550883,40.63543181,28,15682,3337
25.44516342,80.86146178,124.2751841,35.46083984,18,20733,4727
27.2902905,80.75199036,117.7226915,37.56049329,40,7336,987
23.01871409,79.72364355,101.0043032,40.48128245,26,22167,4436
26.62610165,79.15093695,96.05925838,40.63543181,15,12961,2772
24.59940382,79.50866581,112.2854848,41.80947153,22,19556,4234
27.28186629,80.13306665,127.822302,35.66351663,40,26302,5449
22.57172057,78.46686607,116.6016072,43.4082814,35,16100,3352
22.91784149,78.89712263,115.3924173,42.25757062,35,10263,1942
27.39224532,79.20934791,115.8893193,37.68885106,27,16877,3581
25.07848528,78.90023127,105.8006396,39.50909544,45,24761,5028
23.88844373,78.67874209,121.8361684,44.65342744,5,22557,4511
22.98589514,79.72364355,99.30119421,43.56650715,5,11239,2511
23.30097946,79.41034633,106.309182,38.03944817,29,22167,4669
27.33078519,80.30095605,117.7226915,36.86111403,28,16388,3493
22.9502145,78.89712263,116.6016072,41.07970387,35,8994,2006
27.16416886,79.92210176,125.3517732,39.25772954,35,30261,6295
25.08727864,79.21615832,117.1461096,37.90865746,32,15934,3345
25.10138229,79.45476817,101.3277098,37.90865746,45,19412,4100
25.07848528,79.21615832,117.1461096,37.90865746,25,15149,3275
24.18953084,80.66207851,102.4933521,39.79000998,35,16828,3728
26.9146054,78.64009591,125.610861,35.00320331,15,24175,5061
22.48946288,80.54104964,114.7739212,39.57496996,50,20114,4232
24.59940382,79.32668586,125.2369442,37.12509881,20,12948,2723
23.83602016,78.67874209,103.729158,44.65342744,5,22557,4727
22.57172057,78.30455448,106.8708998,39.70578887,35,24078,5199
25.85044059,79.95572367,99.03528661,36.85348912,10,16081,3576
26.74816519,78.09888315,113.2291249,37.58363581,35,19788,4296
24.84709869,80.72023543,118.0280402,41.89998128,10,22031,4727
24.44050863,80.41849289,121.3548835,43.43752697,34,5851,1226
22.42394833,80.85635751,100.778574,37.70212064,35,22064,4787
22.9502145,80.99489754,125.3854748,43.73896464,29,5844,1778
22.19557247,78.55041365,109.3011533,42.25757062,21,14431,3039
26.08789637,79.62322438,115.5610859,39.05351868,10,15423,3307
27.34713376,80.30095605,113.0226603,43.73148257,20,16498,3502
25.07848528,78.82846957,112.0545288,41.88357174,40,16100,3493
27.32526914,80.13306665,127.822302,39.30874437,30,18744,4146
25.39884595,79.26512176,116.6371782,43.68278761,30,13906,3039
25.58240036,78.83952503,112.8992935,43.36194848,30,26275,5316
22.29603033,80.17861442,115.935393,44.62770452,15,15117,3221
24.37223632,79.92544517,125.3517732,38.70657961,28,17404,3581
25.03264655,79.07764414,117.1461096,43.68278761,29,4594,1778
25.03264655,79.45476817,99.52105955,38.02929543,39,25238,5497
24.13171932,78.44146408,100.7497462,43.8993461,5,11184,2501
22.87539914,79.87054361,115.3924173,37.30141337,34,13981,2868
23.6803456,78.09669487,126.0695173,36.41539411,20,9401,2212
26.66695008,78.09888315,118.3415754,37.62604686,55,20457,4338
24.13239674,80.53959966,102.4933521,39.55413191,33,18004,3961
24.88164054,80.72023543,108.1058496,38.26230823,25,15342,3307
27.63837362,80.44620234,103.2538478,39.05351868,10,12218,2571
24.96343358,79.03820694,103.729158,43.04428862,30,15574,3347
27.6138121,80.44620234,119.6086252,39.30874437,25,17728,3544
26.85452663,79.30411611,109.5000038,43.64571576,26,14934,3196
25.71686154,78.30663689,127.7316356,36.08382598,20,9401,1964
26.20661208,79.62322438,115.5610859,41.46092356,15,16877,3544
22.46728568,80.29743298,111.000565,39.57496996,35,10954,2626
23.01871409,79.34209108,125.346986,35.24456569,55,24867,5199
23.66355627,80.66207851,108.6388931,39.79000998,45,20114,4146
22.66238076,78.44474004,122.0784843,43.46459175,35,24078,5231
25.77847065,79.62322438,117.3772888,35.66351663,5,23815,5000
27.33078519,80.18315335,114.9955594,41.09248642,25,17728,3644
22.66609461,78.69363103,119.6429436,43.73896464,29,8465,987
25.71686154,78.30663689,100.7497462,37.66705583,28,12580,2655
26.85452663,78.64009591,127.7316356,36.00421995,55,24761,5173
24.74203336,80.62846702,123.9515326,40.74654804,35,10954,2600
27.13941264,79.48749844,100.8926844,37.33770625,55,24761,5072
22.00740871,80.53987208,100.778574,37.70212064,10,20009,4338
24.61870807,79.32668586,126.5954698,37.12509881,20,16173,3486
23.89482951,79.4712915,101.0596166,41.21536012,55,16270,3453
27.11479112,79.48749844,112.5000922,44.16945708,55,4594,1674
23.1678515,78.69363103,101.0043032,38.0206105,28,8325,1778
25.07848528,79.55427316,101.3277098,43.68278761,35,4594,1706
24.02765767,78.67874209,112.2574445,44.65342744,5,11184,2384
23.83602016,78.10103855,113.5277791,37.58363581,33,19788,4146
25.32951569,80.72604703,97.55397803,38.02929543,25,16388,3502
25.62307173,78.11936529,114.1064187,37.58363581,32,26275,5497
26.05731818,79.95572367,125.3517732,36.86111403,28,18744,4146
23.16829314,78.37365537,99.30119421,36.66465132,25,12580,2698
25.27048901,78.88611725,103.6568825,40.63576557,45,16270,3502
24.84709869,79.88997011,99.52105955,40.03601628,12,15682,3334
23.65657838,78.30238021,104.3266797,43.70199564,10,11239,2626
27.60791825,79.34158265,106.0663256,43.64571576,26,15117,3205
23.30097946,78.62134413,109.6534243,35.23446691,25,20733,4787
24.84709869,80.43946224,102.5168421,41.80816389,25,22031,4594
24.43452857,79.50866581,96.20550883,40.35713599,32,22167,4511
27.64268228,79.6581339,113.2761081,41.39712704,18,11794,2394
26.20661208,80.49214791,128.8158611,37.4851914,18,22031,4856
27.75661903,80.44151059,122.5387341,36.86111403,18,15342,3163
27.76232279,78.44393374,129.1853378,39.05008672,26,24078,5222
25.27048901,79.13804947,126.5954698,42.86899977,32,17128,3716
22.55886737,80.54104964,115.3924173,35.28973643,28,26302,5341
23.28842304,78.62134413,96.27519623,38.03944817,40,18351,3872
23.1678515,79.72364355,98.10643462,41.72652207,20,12971,2826
24.13171932,80.11431251,101.7690733,35.92628951,15,18004,4146
26.39956605,79.25607926,108.9723966,37.68885106,28,16066,3347
25.85044059,79.95572367,99.03528661,35.68814729,25,19375,4146
26.74816519,78.32918609,123.6870231,37.23562402,35,21571,4529
27.19940227,79.61926826,115.5610859,40.13998114,35,13237,2696
25.6750809,79.19717582,108.9723966,37.29495841,25,16705,3576
27.11479112,79.92210176,121.6700028,36.86111403,28,17317,3644
23.22122615,78.56397486,125.346986,35.24456569,2,20733,4529
24.59940382,79.50866581,108.7174623,41.57684572,33,13981,3078
27.16416886,79.48749844,103.6100977,38.09677153,50,20457,4189
23.28842304,78.62134413,125.346986,37.6711538,5,14431,3078
26.9146054,78.64009591,112.7513532,40.63576557,5,15210,3205
25.71363774,78.11936529,114.1064187,43.33613314,10,15210,3196
23.38949156,78.30238021,129.9820953,40.48128245,28,25345,5375
22.52566121,80.54104964,119.6429436,43.73896464,22,16498,3486
25.71967973,78.80376805,98.77059593,38.20820332,26,12637,2729
27.39224532,79.82595446,119.6086252,39.25772954,35,19252,4096
23.45929964,78.30238021,122.0363124,36.37239835,25,16100,3454
25.71967973,79.09037546,108.9723966,37.68885106,10,12613,2628
25.44516342,79.13804947,117.1461096,43.53021424,26,12549,2698
23.28842304,79.04695672,98.10643462,38.03944817,5,18004,3888
23.30097946,78.77605282,112.2574445,40.48128245,40,21571,4856
24.90657883,80.43946224,121.3548835,43.17425115,15,16388,3508
24.96093602,79.21615832,124.7266733,37.12509881,20,15423,3275
24.43452857,78.8052114,97.83665733,35.98913762,2,8325,1578
27.13941264,79.48749844,117.3772888,44.16945708,27,20654,4232
25.53547025,78.30663689,109.6534243,38.62791521,32,19788,4146
26.02176139,80.6038473,108.1058496,35.46083984,35,15220,3307
24.45149596,79.50866581,97.10432223,40.63543181,33,16367,3493
27.10835645,79.18429278,119.9777641,36.83098126,5,12442,2628
23.1678515,80.05946807,107.1911753,36.37239835,20,16367,3508
26.70721846,78.64016778,109.6534243,38.62791521,55,19412,3888
25.03117931,78.48756703,107.513241,40.63576557,24,10218,2134
23.45929964,80.59478586,99.86264169,38.03944817,30,16828,3613
25.51177122,79.66421117,117.3772888,39.30874437,5,17128,3644
27.37213088,80.90654233,113.0226603,37.15563748,30,22064,4727
27.16416886,79.18429278,108.894302,36.83098126,27,12961,2779
24.41164536,80.89161405,96.91084155,44.85142867,35,14864,3275
26.05731818,79.95572367,113.2892204,38.81462094,28,18744,4096
27.55035434,79.82595446,113.0226603,39.05351868,5,17128,3633
22.9502145,79.34209108,115.3924173,39.71829518,50,20457,4189
23.50005652,79.92609337,125.3517732,38.70657961,28,19556,4210
22.34310339,80.29743298,109.3011533,35.28973643,15,19375,3888
27.6138121,80.44620234,115.8893193,43.63567226,26,14934,3205
26.9366195,80.07408702,99.03528661,35.68814729,30,24175,5222
25.39919515,80.72604703,117.0530576,37.15563748,40,20612,4146
27.55035434,80.66026169,115.8893193,35.46083984,26,32768,6475
22.98589514,80.99489754,96.27519623,35.66824034,35,11160,2571
22.19557247,79.19225136,115.935393,43.4082814,29,10263,2134
23.32167524,79.04695672,125.2369442,38.03944817,14,9465,1964
24.08038217,78.09669487,129.9820953,35.68574591,25,24175,5173
25.71967973,79.11060282,109.5000038,42.11229239,28,12961,2817
25.50230058,79.13804947,124.7266733,37.90865746,26,15934,3343
26.12581152,79.95572367,112.6115105,41.39712704,5,15724,3337
24.63405909,78.93006356,112.2574445,44.65342744,40,5844,1578
22.9502145,79.72364355,116.027628,43.4082814,40,7410,987
23.88844373,78.09669487,122.185059,36.56191235,5,15210,3181
23.28842304,78.77605282,101.0043032,35.23446691,25,20733,4787
27.76232279,80.53297071,122.5387341,39.25772954,10,20032,4210
23.6803456,80.8249897,102.4933521,35.92628951,40,12334,2571
25.71967973,79.95572367,106.7321467,38.81462094,10,15724,3347
23.65657838,79.92609337,127.9888687,37.4851914,45,22091,4669
27.16416886,79.92210176,99.03528661,39.18677452,30,8348,1227
26.12581152,79.95572367,111.9594612,43.00870067,12,16081,3445
27.11479112,79.18429278,115.278873,41.88271226,5,12442,2655
22.61862266,78.96911439,129.1969008,43.29545866,25,9465,2109
27.11479112,80.60188853,109.8066081,36.14719154,28,24478,5061
25.77847065,79.09037546,113.7430891,37.68885106,10,17317,3740
22.61674371,78.71866302,116.6016072,43.73896464,21,11184,2344
26.9146054,79.81148071,118.8406477,37.7496183,40,30261,6295
25.62307173,78.30663689,112.7513532,42.08002289,45,21192,4511
23.65905537,80.41773935,121.3548835,39.79000998,27,11902,2511
23.66355627,79.4712915,99.59075481,39.24272293,55,20114,4161
25.06403345,78.48756703,125.610861,43.36194848,25,19775,4183
24.89374336,80.62194135,117.0530576,43.52554094,40,20612,4212
27.32526914,80.75199036,117.7226915,37.15563748,40,7336,1227
27.63837362,80.53297071,115.9119954,41.46092356,10,16388,3530
26.66695008,78.09888315,122.185059,43.33613314,26,23468,5222
27.20763982,79.92210176,127.9888687,37.4851914,32,16677,3530
25.27048901,80.72604703,109.8066081,43.12489346,12,15403,3205
25.24542931,80.52433213,127.1701235,39.25772954,15,12752,2628
23.30097946,79.41034633,99.59075481,37.06165794,55,21192,4673
25.53946015,79.19717582,117.1461096,41.88271226,25,16677,3445
23.32167524,79.04695672,121.8024283,35.24456569,20,24867,5072
25.71686154,78.59938707,105.5638369,40.63576557,10,17493,3728
22.61862266,78.71866302,129.1969008,41.07970387,21,15784,3337
22.52566121,80.59243585,125.3854748,44.62770452,28,15117,3196
24.08038217,80.8249897,102.1060696,35.92628951,35,22064,4669
22.87539914,78.55180034,129.1969008,43.29545866,20,31890,6475
23.89482951,78.09669487,126.0695173,36.56191235,25,16100,3493
22.29603033,80.54104964,115.935393,43.46459175,15,13272,2855
27.20918804,79.5745,100.8926844,42.62228634,24,8348,1226
27.13941264,79.57804197,100.8926844,44.25216831,25,16498,3352
22.6479162,78.30455448,116.6016072,44.62770452,25,11239,2384
27.64268228,80.44620234,129.1853378,38.27376164,16,24478,5104
25.77847065,79.95572367,99.03528661,39.17224947,35,12956,2772
22.55886737,79.87636052,106.8708998,42.25757062,33,20009,4232
23.66355627,80.66207851,102.1060696,38.70657961,35,18004,4096
27.33078519,80.20320774,123.6649507,36.86111403,40,25238,5497
25.71363774,78.30663689,107.513241,41.88357174,10,11079,2571
25.00100229,78.48756703,125.610861,36.00421995,25,19775,4232
25.08727864,78.92769241,98.77059593,36.85348912,2,16705,3454
23.16829314,78.44474004,99.30119421,38.03944817,21,12637,2655
24.63405909,79.33672705,126.5954698,38.15622827,14,13272,2855
25.39919515,79.13804947,116.6371782,43.97473936,32,9084,1942
24.18953084,78.09669487,122.0363124,37.58363581,5,31890,6881
25.03264655,79.45476817,101.3277098,42.86899977,27,15724,3277
25.10138229,80.81760488,117.0530576,35.43954758,5,32768,6475
22.29603033,79.19225136,109.3011533,42.53016142,35,8994,1942
26.20661208,79.25607926,119.9777641,40.79655071,15,16286,3576
22.52566121,78.29038775,129.9820953,41.07970387,35,16821,3581
23.1678515,78.55180034,98.10643462,35.23949444,5,15253,3275
26.05731818,79.29272622,114.8654449,41.38002165,26,12442,2628
24.65775612,78.93006356,97.83665733,38.02929543,29,16828,3613
22.12438214,80.15308951,103.7897404,42.25757062,35,5705,987
26.9366195,78.87875812,97.94244601,39.02690516,5,9882,2196
27.19940227,79.61926826,112.5000922,38.09677153,32,14922,3269
22.19557247,79.87636052,103.7897404,39.71829518,27,18004,4146
25.85044059,79.11060282,108.9723966,36.83098126,20,14922,3098
24.90657883,80.04576103,112.8951691,41.57684572,18,16286,3493
23.50005652,80.17929367,127.9888687,39.05008672,34,10263,2006
27.19940227,79.5745,117.3772888,41.38002165,34,19252,4096
27.60165319,80.66026169,106.0663256,43.12489346,10,15403,3196
23.2476218,78.77605282,99.30119421,36.37239835,25,12637,2663
24.35405938,78.67874209,97.82665974,39.24272293,5,15633,3337
26.9146054,79.81148071,117.3772888,40.32563278,27,16877,3544
27.10835645,80.40933596,99.03528661,38.20820332,32,12752,2677
25.53547025,78.29405821,122.185059,37.23562402,25,19538,4232
22.66609461,78.44474004,115.3924173,43.56650715,28,15117,3196
27.64268228,79.6581339,103.2538478,41.39712704,10,13309,2723
25.03264655,79.03820694,112.8992935,43.68278761,21,16498,3454
25.10138229,79.03820694,97.94244601,39.24272293,35,25238,5614
22.02125634,80.53987208,100.2709257,35.28973643,15,24175,5222
25.85044059,80.6038473,117.0530576,35.84052979,5,20032,4232
25.35672572,80.08657283,109.2684042,41.09248642,12,14922,3196
24.2866789,80.8249897,99.86264169,40.02958269,35,12334,2571
24.02765767,80.53959966,108.6388931,35.92628951,30,13981,2950
27.19940227,79.48749844,117.3772888,37.33770625,45,20457,4146
22.97487382,79.87054361,114.7739212,44.7328558,27,22557,4497
24.74203336,80.62846702,96.91084155,42.32449577,30,16828,3740
25.44516342,79.37546984,101.2675354,42.86899977,55,20457,4232
27.63837362,80.93453861,113.2761081,35.84052979,25,29254,6573
25.17588932,78.82910611,112.2574445,38.28182872,45,11479,2344
25.53946015,79.49348989,101.2675354,44.25216831,55,8465,1778
26.593188,79.15093695,108.9723966,42.11229239,15,12961,2727
25.06403345,79.03820694,105.8006396,43.97473936,26,16498,3352
25.06403345,79.03820694,97.83665733,36.85348912,2,8348,1226
22.00740871,80.29743298,108.2140267,43.98348011,10,15117,3269
25.51177122,79.37546984,117.3772888,37.90865746,50,21192,4511
24.18953084,80.66207851,99.86264169,39.17224947,40,5705,1762
27.16416886,79.5745,103.6100977,41.64883435,25,7728,1654
24.84709869,80.43946224,125.0829443,41.89998128,18,12752,2729
23.32167524,78.62134413,107.513241,35.23446691,2,20733,4529
24.59940382,78.8052114,97.94244601,40.03601628,10,13037,2720
22.66609461,80.72726883,115.3924173,37.70212064,24,16173,3454
24.8272643,80.04576103,100.6920216,40.03601628,10,12971,2779
23.89482951,78.10103855,129.9820953,38.27376164,5,14431,3039
24.88164054,80.43946224,125.0829443,43.52554094,5,22031,4787
23.45929964,80.68928983,102.4933521,37.06165794,35,16367,3502
25.10138229,79.45476817,99.59075481,39.24272293,31,16066,3345
22.98589514,79.72364355,125.346986,41.07970387,27,11902,2358
27.33701368,80.13306665,110.4084302,39.05351868,27,13309,2696
24.2866789,78.10103855,113.2291249,36.41539411,20,22791,4673
23.30097946,78.56397486,127.7316356,41.72652207,5,17493,3544
22.61674371,78.06498845,113.5277791,43.153553,21,10218,2212
27.33078519,79.69567974,126.6953147,36.86111403,30,12442,2729
22.61862266,78.71866302,129.593762,43.46459175,28,19788,4210
24.13171932,79.59689328,106.309182,40.43744667,26,12971,2772
22.61862266,78.96911439,125.3854748,39.27165578,28,9764,2212
23.01871409,78.44474004,107.5895937,40.48128245,35,23468,5000
26.05731818,79.25607926,109.5000038,40.30042587,26,16066,3345
22.55886737,80.54104964,129.1969008,41.07970387,40,10954,2358
22.34310339,80.54104964,111.000565,39.34236856,27,12931,2779
22.02125634,80.53987208,108.2140267,39.34236856,27,9465,2006
27.60791825,79.29997666,106.0663256,41.64883435,25,7728,1762
27.32526914,80.30095605,127.822302,37.7496183,32,15403,3221
27.39224532,79.82595446,106.0663256,38.81352041,40,25238,5341
25.39884595,79.26512176,121.8024283,43.53021424,32,16877,3633
25.10138229,79.21615832,125.2369442,43.53021424,30,17128,3581
27.60791825,80.66026169,106.0663256,37.15563748,18,20032,4296
27.16416886,79.61926826,103.6100977,44.16945708,20,21120,4727
26.85452663,80.07408702,100.6920216,39.02690516,24,7728,1227
25.27048901,80.52433213,121.3548835,36.86111403,15,20032,4212
27.51865797,79.20934791,113.0226603,36.83098126,25,11794,2384
27.01947462,78.35636296,116.833022,36.00421995,15,11208,2421
26.62610165,78.7386461,98.77059593,40.03601628,35,8325,1226
24.18953084,78.10103855,129.9820953,38.27376164,33,26275,5610
22.66609461,80.72726883,115.3924173,37.70212064,35,8994,2006
24.65570633,78.20307034,113.5277791,43.70199564,28,11184,2392
26.839893,78.64016778,100.7497462,38.67327569,30,12637,2611
27.10835645,79.57804197,118.8406477,42.62228634,30,16286,3493
26.49440708,80.19603253,101.7690733,43.73148257,27,22557,4669
24.35405938,80.53959966,101.487383,39.81593654,15,12971,2773
27.37213088,80.20320774,110.8289538,43.73148257,30,5844,1227
25.00100229,78.82846957,112.8992935,35.00320331,25,17000,3740
26.66695008,78.64009591,123.6870231,36.08382598,30,19788,4210
27.55035434,80.66026169,106.0663256,35.46083984,25,24867,5231
24.59940382,80.89161405,123.9515326,41.57684572,35,13793,2868
25.50230058,79.37546984,100.8926844,42.86899977,55,20114,4189
27.37213088,80.90654233,120.7023885,43.12489346,34,29254,6231
25.08727864,79.03820694,112.8992935,37.90865746,45,24761,5061
27.28186629,79.69567974,117.7226915,40.32563278,24,17090,3644
25.62307173,78.29405821,114.1064187,36.00421995,25,24078,5173
26.49440708,79.81771705,103.0542274,40.46946826,25,12834,2804
25.39884595,78.88611725,112.8992935,37.23562402,20,13803,3078
27.21607282,80.30095605,114.9955594,41.39712704,30,23875,5000
22.12438214,79.87636052,115.935393,39.07956667,5,9465,1964
24.62975108,80.41849289,102.5168421,43.43752697,26,12971,2804
22.61862266,78.96911439,129.593762,44.23656322,20,20654,4212
27.60165319,79.20934791,115.8893193,38.22908466,25,16286,3445
25.53946015,78.30663689,105.5638369,41.45364671,45,16270,3508
23.65657838,79.92609337,111.9594612,39.81593654,45,21192,4594
27.20918804,79.61926826,101.9295748,38.09677153,40,12496,2663
26.85452663,78.32918609,125.610861,43.36194848,30,19538,4183
24.8563571,80.72023543,101.487383,41.57684572,35,30261,6728
25.17588932,78.82910611,112.2574445,42.08002289,26,23468,5222
26.20661208,79.95572367,125.4843682,37.7496183,5,17317,3581
26.39956605,79.62322438,118.8406477,39.25772954,5,16877,3581
25.03117931,79.21615832,125.2369442,37.90865746,24,17090,3633
25.06403345,79.55427316,101.0596166,37.90865746,35,13237,2855
26.49440708,79.15093695,108.9723966,36.83098126,25,12961,2773
24.8563571,79.88997011,99.52105955,36.85348912,25,12961,2720
27.32526914,80.20320774,123.6649507,36.86111403,40,13237,2723
22.42394833,78.55041365,103.7897404,44.7328558,25,20654,4189
25.62307173,78.30663689,116.833022,35.00320331,6,17000,3613
22.55886737,78.29038775,126.0695173,39.27165578,35,21571,4787
23.28842304,78.62134413,125.346986,41.72652207,5,15210,3307
24.13239674,79.92544517,99.03528661,41.57152567,33,20009,4234
27.64268228,80.44151059,122.5387341,35.66351663,10,26302,5449
27.64268228,78.44393374,122.5387341,43.36194848,20,15210,3269
26.08789637,79.25607926,120.5366124,40.79655071,15,18744,3961
25.50230058,78.82910611,112.8992935,36.08382598,25,25345,5610
24.2866789,78.67874209,97.94244601,36.85348912,25,12637,2663
25.71967973,79.09037546,113.7430891,40.79655071,10,16877,3728
22.12438214,80.54104964,109.3011533,43.98348011,15,15117,3255
23.2476218,79.04695672,101.3246237,41.72652207,5,18004,3872
25.08727864,80.81760488,123.9515326,35.46083984,5,24867,5199
26.70721846,78.32918609,127.7316356,37.23562402,50,20114,4189
23.6803456,80.11431251,100.6920216,35.68814729,15,32768,6231
27.33701368,80.75199036,116.78972,37.15563748,40,12334,2571
25.39884595,80.86146178,118.0280402,37.56049329,15,7336,1706
26.62610165,78.7386461,105.8006396,41.88357174,15,31890,6881
22.94980566,80.05946807,119.6429436,43.46459175,34,8994,2006
27.63837362,80.53297071,113.2761081,41.39712704,26,20032,4247
26.74816519,79.30411611,119.9777641,44.25216831,35,8465,1674
25.77847065,78.80376805,103.729158,41.45364671,10,12152,2377
27.33078519,80.30095605,110.4084302,41.39712704,25,22031,4594
26.66695008,78.87875812,112.8992935,37.23562402,26,16821,3633
22.57172057,78.71866302,116.027628,43.73896464,35,14478,2953
23.66355627,78.09669487,122.0363124,37.62604686,5,11208,2626
25.53946015,78.59938707,105.5638369,41.45364671,29,16100,3508
22.61862266,78.71866302,129.593762,44.23656322,29,14864,3181
23.30097946,78.77605282,121.8361684,36.37239835,17,15784,3363
25.53946015,79.49348989,118.8406477,44.25216831,27,11239,2384
27.60791825,78.34734425,119.6086252,43.36194848,25,25038,5316
26.05731818,80.6038473,117.0530576,35.46083984,10,25158,5316
27.55035434,79.32196425,113.7968445,44.25216831,25,11184,2501
25.17588932,78.82910611,103.6568825,37.66705583,40,8325,1654
22.34310339,80.15308951,108.2140267,42.53016142,5,7827,1654
24.35405938,79.16745613,126.5954698,37.12509881,20,9764,2196
24.84709869,80.04576103,125.4843682,43.52554094,18,15423,3205
22.19557247,80.59243585,108.2140267,39.34236856,35,10263,2196
22.61674371,78.46686607,106.8708998,42.53016142,35,19788,4189
22.40019725,80.84777819,100.2709257,35.66824034,5,15220,3307
25.17588932,79.13804947,124.7266733,43.68278761,40,14478,2953
23.50005652,78.30238021,126.0695173,43.8993461,5,11184,2511
24.74203336,78.20307034,119.1540354,44.65342744,21,20654,4183
27.37213088,80.13306665,119.6086252,35.66351663,32,23815,5104
26.74816519,79.81148071,117.3772888,40.32563278,35,12496,2611
25.35672572,79.66421117,101.3277098,37.83164837,35,12496,2703
25.24542931,79.13804947,121.8024283,43.68278761,45,14864,3307
24.08038217,78.09669487,113.2291249,36.56191235,17,13803,2950
24.59940382,80.82285528,109.8066081,41.57684572,35,7336,1654
24.8272643,79.88997011,99.52105955,39.18677452,35,20009,4247
22.61862266,78.46686607,129.593762,39.27165578,30,25038,5341
26.62610165,80.19603253,99.03528661,38.02929543,27,22031,4669
22.94980566,78.69363103,111.060914,39.71829518,35,19788,4247
